movie_id,genre_id
513,14
513,5
514,1
514,2
514,13
515,9
516,1
516,17
516,5
517,2
517,8
517,14
517,10
517,3
518,4
518,5
519,2
519,8
519,9
519,10
519,3
520,8
520,9
520,10
521,1
521,2
521,3
521,4
522,8
522,9
522,10
522,4
523,1
523,2
523,4
524,1
524,2
524,4
525,2
525,8
525,9
525,10
526,14
526,4
526,5
527,1
527,2
527,4
528,1
528,17
528,3
528,5
529,1
529,2
529,5
530,1
530,2
530,8
530,9
530,10
530,3
531,9
531,7
532,9
532,14
532,10
532,21
532,11
532,7
533,18
533,12
533,5
534,1
534,2
534,9
534,10
534,4
535,17
535,12
535,5
536,9
537,9
537,14
538,14
538,3
538,18
538,5
539,9
539,10
540,1
540,2
540,14
540,5
541,20
541,9
541,14
541,15
542,2
542,8
542,9
542,10
543,14
543,21
543,11
544,17
544,14
544,12
545,9
545,17
545,21
546,14
546,15
546,5
547,1
547,14
547,5
547,19
548,1
548,9
548,7
548,5
549,1
549,2
549,9
550,9
550,14
550,7
551,8
551,9
551,10
551,3
551,12
552,9
552,17
552,14
552,7
553,1
553,2
553,7
553,5
554,14
554,15
554,7
555,1
555,14
555,3
555,7
556,1
556,17
556,14
556,12
556,5
557,1
557,2
557,8
557,10
557,4
558,1
558,9
558,17
558,5
559,1
559,14
559,4
560,14
560,18
560,4
560,5
561,8
561,9
561,3
562,1
562,2
562,14
562,5
563,14
563,12
563,4
563,5
564,1
564,8
564,9
564,10
564,4
565,1
565,3
566,17
566,12
566,5
567,14
567,12
567,4
567,5
568,1
568,8
568,9
568,10
569,1
569,2
569,9
569,7
569,5
570,9
570,14
571,1
571,14
571,5
572,1
572,9
572,16
573,9
573,10
573,3
574,20
574,14
574,15
574,19
575,1
575,14
575,19
576,2
576,8
576,9
577,14
577,7
578,1
578,14
578,16
579,2
579,14
579,10
580,14
580,12
580,7
580,5
581,9
581,10
581,3
582,14
582,4
582,5
583,2
583,8
583,9
583,10
583,3
583,7
584,2
584,8
584,9
584,10
584,16
585,9
585,7
586,1
586,2
586,5
587,2
587,8
587,9
587,10
587,3
588,17
588,5
589,2
589,14
589,19
590,2
590,9
590,10
590,3
591,1
591,2
592,1
592,5
593,1
593,2
593,17
593,5
594,2
594,14
594,3
594,12
594,5
595,3
595,12
595,7
595,4
595,5
596,14
596,3
596,12
596,5
597,1
597,18
597,4
597,5
598,8
598,9
598,10
598,3
598,21
599,1
599,14
599,15
599,19
600,1
600,5
601,1
601,2
601,4
601,5
602,1
602,4
603,2
603,14
603,3
604,14
604,18
604,7
604,5
605,14
605,19
606,14
606,19
607,2
607,14
607,4
607,5
608,14
609,1
609,14
609,3
609,18
609,19
610,1
610,5
611,2
611,10
611,3
611,7
612,2
612,20
612,14
612,15
612,19
613,9
613,14
614,1
614,2
614,9
614,5
615,1
615,2
615,18
615,4
616,1
616,2
616,9
616,5
617,1
617,3
617,18
618,9
618,14
618,11
618,7
619,14
619,19
620,1
620,17
620,5
621,1
621,4
621,16
622,1
622,17
622,4
622,5
623,1
623,17
623,14
623,5
624,1
624,2
624,8
624,9
624,17
624,10
624,3
625,2
625,8
625,10
625,3
625,11
626,1
626,17
626,14
626,12
626,5
627,1
627,2
627,12
627,4
627,5
628,17
628,12
628,5
629,1
629,17
629,12
629,4
629,5
630,1
630,2
630,3
631,1
631,14
631,5
632,2
632,14
632,3
632,7
633,17
633,14
633,5
634,8
634,9
634,10
635,1
635,9
635,17
635,14
635,5
636,9
637,2
637,14
637,15
637,7
638,1
638,9
638,3
638,4
639,9
639,7
640,20
640,14
640,5
641,1
641,14
641,15
641,5
642,1
642,14
642,5
643,9
644,1
644,3
644,18
645,1
645,17
645,7
645,5
646,9
647,14
647,12
647,4
647,5
648,1
648,2
648,3
648,19
649,1
649,14
649,19
650,1
650,17
650,14
650,5
651,9
651,3
651,7
652,2
652,8
652,9
652,10
653,14
653,18
653,4
653,5
654,20
654,14
654,15
654,19
655,1
655,4
656,2
656,14
656,15
657,1
657,4
658,9
658,10
658,3
659,14
659,11
659,7
660,9
660,14
660,7
661,9
662,1
662,2
662,9
662,7
662,5
662,13
663,9
663,14
664,20
664,14
664,16
664,19
665,1
665,2
665,5
666,1
666,2
666,5
667,1
667,17
667,5
668,9
668,10
668,3
669,14
669,15
669,5
670,14
671,9
671,7
672,14
672,12
672,5
673,9
673,14
673,10
673,11
674,9
674,17
674,14
674,7
675,1
675,9
675,7
676,1
676,2
676,3
676,18
676,4
676,5
677,1
677,14
677,19
678,9
678,14
679,1
679,18
679,4
679,5
680,1
680,4
680,5
681,1
681,17
681,14
681,12
681,5
682,1
682,14
682,5
683,1
683,2
683,9
683,10
683,3
683,4
684,14
685,14
685,16
686,17
686,14
686,12
687,1
687,2
687,9
688,9
688,17
689,1
689,3
689,4
689,5
690,17
690,14
691,1
691,17
691,3
691,5
692,1
692,17
692,5
693,14
693,12
693,7
694,2
694,20
694,14
694,15
694,16
694,5
695,17
695,14
695,3
696,1
696,9
696,17
697,1
697,8
697,9
697,10
697,4
698,2
698,4
698,5
699,2
699,20
699,17
699,14
699,13
700,1
700,17
700,14
700,5
701,1
701,2
701,14
701,15
702,9
702,17
703,1
703,19
704,9
704,14
704,7
705,9
705,7
705,16
706,1
706,9
706,17
706,5
707,17
707,14
707,12
707,5
707,13
708,9
708,16
709,2
709,8
709,9
709,10
709,3
710,1
710,14
710,3
710,19
711,9
711,7
712,9
712,14
712,10
713,17
713,14
713,3
713,12
714,1
714,2
714,9
715,2
715,8
715,9
715,10
715,4
716,17
716,14
716,12
716,5
717,1
717,12
717,5
718,1
718,2
718,5
719,14
719,12
719,5
720,9
720,14
720,4
721,2
721,8
721,20
721,14
721,10
721,3
721,11
722,9
722,10
723,1
723,9
723,17
723,14
723,5
724,1
724,9
724,10
724,3
725,1
725,17
725,5
726,9
726,7
727,2
727,8
727,9
727,10
728,9
729,1
729,14
729,16
730,2
730,9
730,10
731,1
731,4
731,5
732,14
732,7
733,9
733,14
733,3
733,7
734,1
734,9
734,17
734,5
735,14
735,16
736,14
736,7
736,13
737,17
737,14
737,5
738,1
738,2
738,3
738,5
739,1
739,14
739,5
740,1
740,17
740,12
740,5
741,1
741,4
741,5
742,6
742,21
743,14
743,5
744,1
744,2
744,9
744,17
745,8
745,10
745,3
746,4
746,5
747,1
747,17
747,14
747,5
748,9
748,10
748,3
749,9
749,17
750,9
750,10
751,1
751,3
751,18
751,4
752,14
753,2
753,8
753,9
753,10
753,3
754,1
754,2
754,17
754,5
755,1
755,12
755,4
755,5
756,14
756,7
757,2
757,8
757,9
757,10
757,3
758,9
758,7
759,1
759,9
759,4
760,1
760,5
761,1
761,14
761,5
762,20
762,9
762,14
763,1
763,17
763,14
763,5
764,1
764,18
764,4
765,1
765,17
765,14
765,12
765,5
766,2
766,8
766,9
766,10
766,3
767,9
767,14
767,3
767,7
768,1
768,2
768,8
768,9
768,10
768,3
769,1
769,9
769,17
770,1
770,2
770,3
770,4
770,5
771,1
771,17
771,14
771,5
772,2
772,9
773,20
773,14
773,15
773,16
774,17
774,14
774,12
774,5
775,9
775,17
775,7
775,5
776,9
776,10
776,4
777,1
777,17
777,5
778,2
778,8
778,9
778,10
778,4
779,1
779,2
779,4
779,5
780,9
780,17
780,7
781,14
781,16
782,17
782,14
782,12
782,5
783,18
783,12
783,4
783,5
784,9
784,17
785,1
785,17
785,14
785,12
785,5
786,1
786,17
786,14
786,5
787,20
787,14
787,21
788,14
788,3
788,16
789,2
789,9
789,14
789,21
790,8
790,9
790,10
790,3
791,1
791,2
791,17
791,5
792,1
792,3
792,18
792,4
792,5
793,2
793,8
793,9
793,14
793,10
793,3
793,7
794,18
794,4
794,5
795,1
795,2
795,4
796,14
796,3
796,12
796,7
796,5
797,17
797,14
797,12
797,5
798,1
798,2
798,14
798,15
798,7
798,19
799,1
799,14
799,5
800,18
800,4
800,5
801,14
801,3
801,12
801,7
802,3
802,18
802,12
802,7
803,2
803,9
803,10
803,7
803,4
804,14
804,18
804,5
805,9
805,14
806,2
806,10
806,3
807,1
807,17
807,3
807,5
808,1
808,9
808,12
808,7
809,1
809,2
809,3
809,5
810,2
810,14
810,7
810,19
811,1
811,2
811,3
812,1
812,14
812,19
813,1
813,2
813,9
813,7
813,4
814,9
814,14
815,1
815,20
815,14
815,15
815,5
815,19
816,2
816,9
816,10
816,3
816,18
817,9
817,10
817,3
818,9
818,3
818,7
819,9
819,10
819,7
819,4
820,1
820,2
820,5
820,19
821,9
821,14
821,7
821,16
822,9
822,13
823,9
823,14
823,7
824,9
825,1
825,2
825,18
825,4
826,1
826,2
826,14
826,15
826,19
827,9
827,7
828,14
828,12
828,5
829,9
830,1
830,2
830,3
831,1
831,9
831,17
831,14
832,1
832,3
832,5
833,14
833,21
833,7
833,19
834,9
834,7
835,1
835,9
835,14
835,10
835,5
836,1
836,17
837,9
837,14
838,8
838,9
838,10
838,3
838,21
839,9
840,2
840,8
840,14
840,10
840,15
840,11
840,7
841,1
841,2
841,14
841,7
841,4
842,9
842,7
842,4
843,9
843,7
844,1
844,2
844,9
844,10
844,7
845,9
845,7
846,20
846,14
846,5
847,9
847,17
847,7
847,5
848,9
848,10
848,3
849,1
849,17
849,5
850,9
850,14
850,7
851,1
851,14
851,5
851,19
852,20
852,14
853,14
853,12
853,5
854,14
854,5
855,14
855,3
855,7
856,1
857,9
858,1
858,2
858,14
858,4
859,1
859,17
859,14
859,5
860,1
860,9
860,17
860,5
861,9
861,3
861,18
862,1
862,2
862,9
862,13
863,1
863,2
863,5
864,9
864,10
864,3
865,1
865,2
865,3
866,2
866,8
866,9
866,10
867,1
867,18
867,4
868,20
868,14
868,15
868,11
869,1
869,2
869,17
869,5
870,2
870,14
870,18
870,5
871,8
871,9
871,10
871,3
872,1
872,9
872,4
873,1
873,17
873,14
873,5
874,14
874,5
875,9
876,9
876,16
877,2
877,8
877,9
877,10
878,17
878,14
878,12
878,5
879,1
879,14
879,4
879,5
880,1
880,14
880,16
880,5
881,14
881,11
881,7
881,5
882,20
882,14
882,15
882,19
883,1
883,4
884,14
884,15
884,19
885,1
885,5
886,9
886,14
886,10
886,3
887,2
887,9
887,17
887,10
887,11
888,1
888,2
888,9
888,10
888,4
889,14
889,21
889,11
889,7
890,14
890,12
890,7
890,19
891,17
891,14
891,7
892,17
892,18
892,12
892,5
893,1
893,18
893,4
893,5
894,14
894,7
895,1
895,5
896,17
896,14
897,9
897,14
897,7
898,9
898,7
899,1
899,2
899,7
899,4
900,9
900,17
900,7
901,14
901,5
902,1
902,17
902,5
903,2
903,8
903,14
903,10
903,3
903,11
903,12
903,7
904,14
904,11
904,7
905,17
905,12
905,5
906,20
906,17
906,14
907,14
907,15
907,19
908,17
908,14
908,5
909,1
909,18
909,5
910,14
910,15
910,18
911,14
911,7
911,16
912,20
912,17
912,14
913,14
913,15
913,5
914,9
914,14
914,7
915,9
915,10
915,11
915,7
916,9
916,7
917,1
917,2
917,9
918,14
918,19
919,9
919,3
920,20
920,9
920,14
921,20
921,17
921,14
922,1
922,5
923,1
923,9
923,3
924,9
925,8
925,9
925,10
926,9
926,10
927,2
927,14
927,3
927,7
928,2
928,8
928,9
928,10
928,3
929,7
929,4
929,5
930,1
930,2
930,14
930,7
931,9
931,14
931,7
931,16
932,9
932,3
933,9
933,14
933,7
934,20
934,9
934,14
934,7
935,9
936,9
936,7
937,12
937,4
937,5
938,20
938,14
939,9
939,7
940,1
940,9
940,17
941,14
941,3
941,18
942,9
942,7
943,1
943,9
943,17
944,9
944,14
945,9
945,10
946,2
946,9
946,14
946,3
946,11
947,17
947,14
947,12
947,5
948,1
948,17
948,14
948,5
949,1
949,2
949,12
949,4
950,9
950,14
950,10
951,14
951,12
951,4
951,5
952,9
952,7
953,18
953,12
954,9
954,14
954,7
955,8
955,9
955,10
955,3
956,9
956,10
957,20
957,14
957,16
958,1
958,14
958,5
959,1
959,12
959,5
960,1
960,2
960,10
960,3
960,4
960,5
961,1
961,14
961,5
962,1
962,2
962,9
963,17
963,14
964,2
964,8
964,9
964,10
965,2
965,9
965,10
965,3
965,7
965,16
966,17
966,14
966,12
966,5
967,1
967,3
967,18
968,14
968,5
969,1
969,2
969,4
969,5
970,14
970,5
971,1
971,14
971,5
971,19
972,2
972,8
972,9
972,10
972,3
972,7
973,17
973,5
974,1
974,17
974,14
974,5
975,1
975,14
975,19
976,14
976,12
976,5
977,2
977,18
977,12
978,9
978,16
979,9
980,1
980,17
980,14
980,12
980,5
981,1
981,5
982,1
982,9
982,17
982,5
983,9
983,3
983,18
984,17
984,14
985,1
985,5
986,1
986,18
986,4
986,5
987,9
987,14
987,7
988,17
988,14
988,7
988,5
989,1
989,2
989,5
990,1
990,2
990,10
990,3
991,2
991,14
991,5
992,9
992,14
992,7
